AB3,eairs,2
AB5,eanstoulkr,6
AC5,eahrnk,4
AC6,eldug,2
AD4,enirgblkdvs,8
AD6,etlbfsrkvd,7
AF3,eatlhpr,3
AF4,enlbsch,3
BC4,etahlvkb,5
BC6,ernaigbz,4
BE5,enurshlka,6
BE6,eaustrb,4
BF3,engpdjilf,6
BF5,eanrktlbdfius,10
CD3,eaiosrlkufhw,11
CD5,aionrtblkp,11
CE4,entrpog,3
CE5,ensrtomfjz,6
DE4,eaortpwdgl,11
DE5,enbzlifkshr,11
DF3,enlgk,2
DF5,ersklvbzo,6
EF3,eatnkvlbirfh,11
EF4,endrit,3
